bucket,vol_state,side,target_atr,stop_atr,horizon,n,target,stop,target_max,stop_min,open_pnl,cost_atr,p_target,p_target_max,p_stop,p_neither,ev_barrier,ev_open,ev_lo,ev_hi,cost,p_null,ev_null,ev_delta,lift,mde,thin,beats_mde,passes,undecided,ev_mirror,ev_sym
"(14.0, inf]",CONTRACTING,1,1.0,0.5,60,848,261,571,272,560,5.999885807255202,21.794415002467627,0.30778301886792453,0.32075471698113206,0.6733490566037735,0.018867924528301994,-0.028891509433962265,0.00707533703685755,-0.04751713348492031,-0.028059586315108992,0.025700961087815596,0.33297663634742286,-0.01355996995587844,-0.033957163529041864,-0.02519361747949833,0.3787153354703544,False,False,False,False,-0.01909605822863519,-0.03330659585677775
"(7.0, 10.0]",EXPANDING,1,2.0,0.75,30,3826,655,2347,665,2337,468.66824414704104,200.5004568862689,0.1711970726607423,0.17381076842655516,0.613434396236278,0.2153685311029796,-0.11768165185572399,0.12249562052980685,-0.04759075084663561,-0.04040308749065025,0.05240471952071848,0.15249592652940305,-0.05858269907159682,0.01099194822496121,0.018701146131339247,0.16898615597583116,False,True,False,False,-0.04181250469839903,-0.04470162777251732
"(0.0, 7.0]",STABLE,1,4.0,1.5,60,10983,1152,5665,1159,5658,4279.0070804975385,912.715133199325,0.10488937448784486,0.1055267231175453,0.5157971410361468,0.3793134844760083,-0.35413821360284076,0.38960275703337327,-0.04763799077681749,-0.04413257331346503,0.08310253420734999,0.11057316118935838,-0.029521128901152906,-0.018116861875664584,-0.005683786701513524,0.11903878615785363,False,False,False,False,-0.07971951984088878,-0.06367875530885314
"(7.0, 10.0]",STABLE,1,1.5,0.5,60,6404,1560,4732,1590,4702,58.52878369584621,337.6828081939889,0.24359775140537165,0.24828232354778262,0.7389131792629606,0.017489069331667717,-0.004059962523422861,0.009139410321025328,-0.047650534743620035,-0.03828139045879804,0.0527299825412225,0.23307027433295754,-0.06867939039146385,0.02102885564784382,0.01052747707241411,0.2479666918160802,False,False,False,False,-0.07123065712599733,-0.05944059593480868
"(10.0, 14.0]",EXPANDING,-1,1.0,1.0,15,2800,944,916,960,900,-57.683495110161516,103.806775555842,0.33714285714285713,0.34285714285714286,0.3271428571428571,0.3357142857142857,0.01,-0.020601248253629113,-0.04767509666642983,-0.036246525237858394,0.03707384841280071,0.30669885334942665,-0.06561859300713223,0.0179434963407024,0.030444003793430485,0.3312648270310033,False,True,False,False,-0.037901171587743025,-0.04278813412708643
"(14.0, inf]",EXPANDING,-1,1.5,0.5,15,2554,335,1567,346,1556,220.10408444253034,61.1663577254213,0.13116679718089272,0.13547376664056382,0.6135473766640563,0.2552858261550509,-0.11002349256068912,0.08618014269480435,-0.047792589382494505,-0.0391786504631523,0.02394923951660975,0.13618677042801555,-0.02822301383522177,-0.019569575547272736,-0.005019973247122833,0.1555240067524024,False,False,False,False,0.007987774281806229,-0.01990240755034414
"(0.0, 7.0]",STABLE,-1,4.0,0.75,60,10983,865,7949,869,7945,2888.972350238127,912.715133199325,0.07875808067012656,0.07912227988709825,0.723754893926978,0.19748702540289542,-0.2277838477647273,0.2630403669523925,-0.04784601501968478,-0.046116068739069274,0.08310253420734999,0.07819835680751173,-0.06869889578063218,0.0208528807609474,0.0005597238626148249,0.08546470188651847,False,False,False,False,-0.027415793894424927,-0.03763090445705485
"(7.0, 10.0]",STABLE,1,1.0,0.75,15,6535,1967,2894,2023,2838,234.95726483223063,344.38265460412464,0.3009946442234124,0.3095638867635807,0.4428462127008416,0.256159143075746,-0.031140015302218823,0.0359536748021776,-0.047884527891644074,-0.03288835344634951,0.052698187391602855,0.29742871877993077,-0.06399108215194721,0.016106554260303135,0.00356592544348161,0.31334101146698884,False,False,False,False,-0.07615733482074105,-0.06202093135619256
"(14.0, inf]",EXPANDING,-1,1.5,0.75,15,2554,385,1126,392,1119,205.77346436252694,61.1663577254213,0.15074393108848866,0.1534847298355521,0.4408770555990603,0.4083790133124511,-0.10454189506656225,0.08056909332910217,-0.04792204125406984,-0.041755244073177114,0.02394923951660975,0.15405022992571632,-0.028636866440669973,-0.019285174813399867,-0.0033062988372276614,0.17436944532844245,False,False,False,False,0.007901229767133014,-0.020010405743468414
"(7.0, 10.0]",EXPANDING,-1,1.0,0.5,60,3761,1261,2493,1356,2398,2.1440029942011387,197.27354096545074,0.3352831693698484,0.3605424089337942,0.6628556235043871,0.0018612071257645413,0.003855357617654879,0.0005700619500667745,-0.04802699759937506,-0.01013813825345642,0.05245241716709671,0.3293498684704998,-0.056585282350876,0.008558284751500944,0.005933300899348626,0.35091962892398726,False,False,False,False,-0.07352737173858928,-0.06077718466898217
"(0.0, 7.0]",STABLE,1,3.0,0.5,60,10983,1198,8827,1212,8813,1204.6570959107619,912.715133199325,0.10907766548301921,0.11035236274242011,0.8036966220522626,0.08722571246471822,-0.07461531457707365,0.10968379276252042,-0.04803405602190323,-0.043572615614000096,0.08310253420734999,0.11277386541471049,-0.04818905322816423,0.00015499720626100527,-0.003696199931691277,0.12131155559902539,False,False,False,False,-0.05955023803934707,-0.053792147030625154
"(10.0, 14.0]",EXPANDING,1,1.5,0.5,30,2791,544,1980,565,1959,143.3420210802721,103.48692488951522,0.194912217843067,0.20243640272303834,0.7094231458258689,0.09566463633106415,-0.06234324614833393,0.051358660365557904,-0.048063383665081734,-0.03301501390513906,0.037078797882305704,0.19204655674102813,-0.03187997505851094,-0.016183408606570797,0.002865661102038869,0.2131849658614457,False,False,False,False,-0.04897717480749863,-0.04852027923629018
"(7.0, 10.0]",EXPANDING,-1,1.5,1.0,30,3826,1127,1857,1143,1841,182.17627931950025,200.5004568862689,0.29456351280710924,0.29874542603240983,0.485363303711448,0.22007318348144278,-0.043518034500784106,0.04761533698889186,-0.048307417032610725,-0.03785263396935929,0.05240471952071848,0.2818101022070804,-0.05875217604915679,0.010444759016546068,0.012753410600028825,0.302314205496809,False,False,False,False,-0.06504006066764506,-0.05667373885012789
"(7.0, 10.0]",EXPANDING,1,1.5,1.5,15,3844,680,743,692,731,109.9855029107135,201.40036603368605,0.1768990634755463,0.18002081165452655,0.19328824141519252,0.6298126951092612,-0.024583766909469302,0.028612253618812047,-0.048364948783291506,-0.03899970424635082,0.05239343549263425,0.1621601709275768,-0.04653562583724493,-0.0018293229460465757,0.014738892547969479,0.17901641468186383,False,False,False,False,-0.06578716673891769,-0.057076057761104596
"(7.0, 10.0]",STABLE,1,1.0,1.0,30,6501,2781,2779,2824,2736,25.510869159977197,342.64702555540435,0.42778034148592525,0.4343947085063836,0.4274726965082295,0.14474696200584525,0.00030764497769573913,0.003924145386860052,-0.048475027902696075,-0.035246293861779285,0.05270681826725186,0.4270478447637387,-0.0628227705353381,0.014347742632642019,0.0007324967221865597,0.4442586008197512,False,False,False,False,-0.07016734267272443,-0.05932118528771025
"(7.0, 10.0]",STABLE,1,1.0,0.5,15,6535,1728,3880,1830,3778,239.2703524607263,344.38265460412464,0.2644223412394797,0.28003060443764344,0.5937260902830911,0.1418515684774292,-0.0324407039020658,0.036613672909062936,-0.04852521838460571,-0.02511282358736012,0.052698187391602855,0.2582332572017977,-0.06544297907829055,0.016917760693684843,0.0061890840376820355,0.27348516459869865,False,False,False,False,-0.06983259920375576,-0.05917890879418074
"(14.0, inf]",CONTRACTING,1,2.0,0.75,60,848,155,546,155,546,80.08588814890624,21.794415002467627,0.18278301886792453,0.18278301886792453,0.6438679245283019,0.17334905660377364,-0.11733490566037735,0.09444090583597434,-0.04859496091221863,-0.04859496091221862,0.025700961087815596,0.21366149456037095,0.041308293202312045,-0.08990325411453068,-0.030878475692446422,0.25382723814531694,False,False,False,False,-0.0024450784911620783,-0.025520019701690353
"(0.0, 7.0]",CONTRACTING,1,4.0,1.5,30,6638,227,2249,227,2249,2716.938653290155,574.381314253559,0.03419704730340464,0.03419704730340464,0.3388068695390178,0.6269960831575776,-0.3714221150949081,0.4093007913965283,-0.04865059671036519,-0.04865059671036519,0.08652927301198539,0.039210168378593875,-0.047119992543452095,-0.0015306041669130924,-0.005013121075189232,0.04604433556455381,False,False,False,False,-0.12438469371479359,-0.08651764521257939
"(14.0, inf]",CONTRACTING,1,0.75,1.0,30,855,418,327,423,322,-6.182369430236891,21.95308796592333,0.4888888888888889,0.49473684210526314,0.3824561403508772,0.12865497076023386,-0.015789473684210527,-0.007230841438873556,-0.0486964413990178,-0.038462523270362835,0.02567612627593372,0.5096545615589017,-0.022910960853244698,-0.0257854805457731,-0.02076567267001278,0.5574590622199025,False,False,False,False,-0.030042004280264024,-0.03936922283964091
"(14.0, inf]",STABLE,-1,0.75,1.0,60,2218,1202,940,1213,929,-13.382373033435107,56.16247469205734,0.5419296663660956,0.5468890892696122,0.4238052299368801,0.03426510369702429,-0.017357980162308388,-0.006033531575038371,-0.04871273567425268,-0.04003374559309849,0.025321223936905925,0.536115569823435,-0.05651497415320964,0.00780223847895696,0.0058140965426606295,0.5657272447875256,False,False,False,False,-0.024680403382325935,-0.036696569528289306
"(7.0, 10.0]",EXPANDING,1,2.0,1.5,30,3826,789,1287,802,1274,366.45864793305816,200.5004568862689,0.20622059592263461,0.20961840041819133,0.336382645060115,0.45739675901725035,-0.09213277574490329,0.09578114164481395,-0.048756353620807824,-0.036864037886359315,0.05240471952071848,0.1827136720485854,-0.04440814860510199,-0.004348205015705833,0.023506923874049207,0.2004050748969725,False,True,False,False,-0.044620214208612556,-0.046688283914710194
"(0.0, 7.0]",EXPANDING,1,3.0,1.0,60,3062,566,2031,575,2022,422.8888719685052,239.44254018301092,0.18484650555192683,0.18778576094056174,0.6632919660352711,0.1518615284128021,-0.10875244937949052,0.1381087106363505,-0.04884182502106653,-0.037084803466527004,0.07819808627792649,0.16916079812206572,-0.044988307479117334,-0.0038535175419491946,0.015685707429861112,0.18838666089408818,False,False,False,False,-0.11398977583663777,-0.08141580042885216
"(7.0, 10.0]",STABLE,1,1.5,1.0,60,6404,2303,3578,2309,3572,148.09972066269154,337.6828081939889,0.3596189881324172,0.3605559025608994,0.5587133041848844,0.08166770768269838,-0.01928482198625859,0.02312612752384315,-0.048888677003637936,-0.046546390932432444,0.0527299825412225,0.3535512965050733,-0.0703273379198275,0.02143866091618956,0.006067691627343941,0.37033878495565903,False,False,False,False,-0.07431822011556687,-0.0616034485596024
"(7.0, 10.0]",EXPANDING,-1,1.0,1.5,30,3826,1877,1096,1891,1082,-219.6571847718589,200.5004568862689,0.4905906952430737,0.4942498693152117,0.2864610559330894,0.22294824882383696,0.06089911134343962,-0.05741170537685805,-0.04891731355413691,-0.039769378373791894,0.05240471952071848,0.4757073026218338,-0.05029489067555665,0.0013775771214197402,0.014883392621239888,0.4983350666487642,False,False,False,False,-0.06695680507207767,-0.05793705931310729
"(10.0, 14.0]",STABLE,1,4.0,0.5,30,3792,48,2696,48,2696,1114.019165553994,143.52642635421205,0.012658227848101266,0.012658227848101266,0.7109704641350211,0.2763713080168777,-0.3048523206751055,0.2937814255152938,-0.04892069113929799,-0.04892069113929799,0.0378497959794863,0.012972841901066925,-0.028102487235746945,-0.020818203903551047,-0.00031461405296565916,0.018411811077106943,False,False,False,False,-0.09267659140802871,-0.07079864127366335
"(10.0, 14.0]",EXPANDING,-1,4.0,1.0,30,2791,116,1409,117,1408,911.9334908789667,103.48692488951522,0.041562164098889284,0.04192045861698316,0.5048369759942672,0.4536008599068435,-0.33858831959871016,0.3267407706481429,-0.04892634683287298,-0.04713487424240362,0.037078797882305704,0.033583899127061105,-0.0816219289297858,0.03269558209691282,0.00797826497182818,0.04351776911514055,False,False,False,False,-0.02626431708975362,-0.0375953319613133
"(10.0, 14.0]",EXPANDING,-1,1.5,0.5,30,2791,584,1990,598,1976,85.79163000178654,103.48692488951522,0.20924399856682194,0.21426012182013615,0.7130060910068076,0.07774991042637047,-0.042637047653170904,0.03073867072797798,-0.04897717480749863,-0.03894492830087018,0.037078797882305704,0.19398642095053345,-0.06935275378374271,0.020375578976244084,0.015257577616288487,0.2152032079690532,False,False,False,False,-0.048063383665081734,-0.04852027923629018
"(0.0, 7.0]",EXPANDING,1,3.0,0.75,60,3062,486,2266,498,2254,330.88413251068795,239.44254018301092,0.15871979098628347,0.16263879817112997,0.7400391900718485,0.1012410189418681,-0.07887001959503592,0.10806144105509077,-0.049006664817871644,-0.03431038787469724,0.07819808627792649,0.14578442879499218,-0.046799153837659764,-0.0022075109802118797,0.012935362191291294,0.1639142130184137,False,False,False,False,-0.11077990418092289,-0.07989328449939727
"(0.0, 7.0]",CONTRACTING,1,3.0,1.0,30,6638,550,3366,556,3360,1964.5593154401645,574.381314253559,0.08285628201265441,0.08376016872551974,0.507080445917445,0.41006327206990056,-0.25851159987948175,0.29595651031035924,-0.049084362581107946,-0.04546881572964666,0.08652927301198539,0.08376717789972328,-0.051032837695114686,0.0019484751140067397,-0.0009108958870688716,0.0934381886643724,False,False,False,False,-0.09354876003616774,-0.07131656130863784
"(0.0, 7.0]",STABLE,1,3.0,1.0,60,10983,1791,7085,1801,7075,2084.804359110867,912.715133199325,0.1630701993990713,0.1639806974415005,0.6450878630610944,0.19184193753983425,-0.15587726486388054,0.18982102878183257,-0.04915877028939797,-0.04551677811968113,0.08310253420734999,0.16916079812206572,-0.044988307479117334,-0.004170462810280634,-0.006090598722994417,0.17925235847805113,False,False,False,False,-0.04558822473591039,-0.047373497512654184
"(14.0, inf]",CONTRACTING,1,0.75,0.75,15,858,321,361,336,346,9.842374782688054,22.028981079620134,0.3741258741258741,0.3916083916083916,0.42074592074592077,0.20512820512820507,-0.03496503496503497,0.011471299280522209,-0.04916853880761315,-0.022944762583836924,0.02567480312310039,0.3875132649451716,-0.028971862347467042,-0.020196676460146105,-0.013387390819297462,0.4343535235951257,False,False,False,False,-0.028404843662363857,-0.0387866912349885
"(10.0, 14.0]",CONTRACTING,-1,4.0,1.5,60,1652,136,703,136,703,492.0616649269162,63.02996017781892,0.08232445520581114,0.08232445520581114,0.425544794188862,0.4921307506053269,-0.3090193704600484,0.29785815068215266,-0.04931494869909366,-0.04931494869909366,0.038153728921197894,0.08441241143415587,-0.09685145791564882,0.04753650921655516,-0.002087956228344734,0.10414310785345791,False,False,False,False,0.0358478626046526,-0.006733543047220531
"(10.0, 14.0]",EXPANDING,1,1.5,0.5,60,2771,641,2061,661,2041,34.90361965052526,102.7589053624695,0.23132443161313604,0.23854204258390474,0.743774810537712,0.024900757849152022,-0.024900757849151932,0.01259603740545841,-0.04938841057811052,-0.03495318863657317,0.037083690134417,0.23650134375763499,-0.030891204094636637,-0.01849720648347388,-0.005176912144498946,0.2593300374873159,False,False,False,False,-0.05314423262628227,-0.051266321602196394
"(14.0, inf]",CONTRACTING,1,0.75,0.5,60,848,319,523,343,499,2.1392572209221816,21.794415002467627,0.3761792452830189,0.4044811320754717,0.6167452830188679,0.007075471698113289,-0.026238207547169812,0.002522708986936535,-0.04941645964804887,-0.014039101157482834,0.025700961087815596,0.39539860888175493,-0.027600990636077724,-0.021815469011971143,-0.01921936359873605,0.4426620309800266,False,False,False,False,-0.04425062303217383,-0.04683354134011135
"(10.0, 14.0]",STABLE,-1,0.75,1.5,15,3807,1678,516,1684,510,-529.7802478230356,144.0679971017326,0.44076700814289466,0.4423430522721303,0.1355397951142632,0.4236931967428421,0.1272655634357762,-0.13915950822774772,-0.04973686496579148,-0.04619076567501133,0.03784292017381996,0.44284852142426073,-0.05700395784106974,0.007267092875278262,-0.0020815132813660764,0.4654310588063174,False,False,False,False,-0.010693687364250479,-0.03021527616502098
"(10.0, 14.0]",EXPANDING,-1,4.0,1.5,30,2791,122,864,122,864,772.6413817093337,103.48692488951522,0.04371193120745252,0.04371193120745252,0.3095664636331064,0.6467216051594411,-0.2895019706198495,0.27683317151893,-0.049747596983225194,-0.049747596983225194,0.037078797882305704,0.03540252182347236,-0.0807210330638898,0.0309734360806646,0.008309409383980164,0.045581081127113544,False,False,False,False,-0.025210322929724013,-0.0374789599564746
"(14.0, inf]",EXPANDING,-1,1.0,0.75,15,2554,716,1087,731,1072,33.218145251043275,61.1663577254213,0.2803445575567737,0.2862176977290525,0.4256068911511355,0.29404855129209084,-0.03886061080657792,0.013006321554832919,-0.049803528768354755,-0.03952553346686689,0.02394923951660975,0.2884683409975239,-0.0325021667801755,-0.017301361988179255,-0.00812378344075021,0.3137664422398824,False,False,False,False,-0.002871545714188899,-0.026337537241271827
"(0.0, 7.0]",STABLE,1,2.0,0.75,60,10983,2767,7501,2781,7487,455.88832291338633,912.715133199325,0.2519348083401621,0.25320950559956296,0.6829645816261495,0.0651006100336885,-0.008353819539287991,0.04150854255789733,-0.049947811188740664,-0.0464423937253882,0.08310253420734999,0.2511737089201878,-0.060948532708760335,0.011000721520019671,0.0007610994199742649,0.26281939370938917,False,False,False,False,-0.04641120772937444,-0.04817950945905755
